yyyy, mm, dd, hour, min, seg, altura, periodo, direcao
1963, 4, 10, 9, 0, 0, 2.5, 9.0, 130.0
1963, 4, 10, 21, 0, 0, 2.6, 9.0, 135.0
1963, 4, 11, 9, 0, 0, 2.1, 9.0, 135.0
1963, 4, 11, 21, 0, 0, 1.4, 9.0, 135.0
1963, 4, 12, 9, 0, 0, 1.3, 8.0, 140.0
1963, 4, 12, 21, 0, 0, 1.6, 8.0, 145.0
1963, 4, 13, 9, 0, 0, 1.6, 9.0, 140.0
1963, 4, 13, 21, 0, 0, 1.2, 8.0, 115.0
1963, 4, 14, 9, 0, 0, 1.8, 10.0, 90.0
1963, 4, 14, 21, 0, 0, 1.8, 9.0, 80.0
1963, 4, 15, 9, 0, 0, 1.6, 8.0, 100.0
1963, 4, 15, 21, 0, 0, 1.0, 8.0, 100.0
1963, 4, 16, 9, 0, 0, 1.2, 7.0, 130.0
1963, 4, 16, 21, 0, 0, 2.5, 8.0, 135.0
1963, 4, 17, 9, 0, 0, 2.1, 9.0, 125.0
1963, 4, 17, 21, 0, 0, 2.0, 10.0, 125.0
1963, 4, 18, 9, 0, 0, 2.4, 12.0, 110.0
1963, 4, 18, 21, 0, 0, 4.6, 16.0, 110.0
1963, 4, 19, 9, 0, 0, 4.8, 17.0, 120.0
1963, 4, 19, 21, 0, 0, 3.7, 14.0, 120.0
1963, 4, 20, 9, 0, 0, 2.8, 13.0, 125.0
1963, 4, 20, 21, 0, 0, 2.6, 14.0, 130.0
1963, 4, 21, 9, 0, 0, 1.9, 12.0, 120.0
1963, 4, 21, 21, 0, 0, 1.2, 12.0, 110.0
1963, 4, 22, 9, 0, 0, 0.8, 11.0, 100.0
1963, 4, 22, 21, 0, 0, 0.8, 10.0, 95.0
1963, 4, 23, 9, 0, 0, 0.7, 9.0, 75.0
1963, 4, 23, 21, 0, 0, 0.7, 11.0, 75.0
1963, 4, 24, 9, 0, 0, 0.8, 11.0, 80.0
1963, 4, 24, 21, 0, 0, 0.8, 10.0, 85.0
1963, 4, 25, 9, 0, 0, 0.8, 9.0, 75.0
